PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,JUMLAH_KELUARGA,JUMLAH_SASARAN,JUMLAH_KRS,PENERIMA_BAAS,PENERIMA_BANTUAN_PANGAN,JUMLAH_BALITA_STUNTING,TERLALU_TUA,TERLALU_MUDA,TERLALU_BANYAK,TERLALU_DEKAT,SANITASI,SUMBER_AIR_MINUM,CATIN_SASARAN,CATIN_TERDAMPINGI,CATIN_TIDAK_TERDAMPINGI,CATIN_BERESIKO,BUMIL_SASARAN,BUMIL_TERDAMPINGI,BUMIL_TIDAK_TERDAMPINGI,BUMIL_BERESIKO,PASCASALIN_SASARAN,PASCASALIN_TERDAMPINGI,PASCASALIN_TIDAK_TERDAMPINGI,PASCASALIN_BERESIKO,BADUTA_SASARAN,BADUTA_TERDAMPINGI,BADUTA_TIDAK_TERDAMPINGI,BADUTA_BERESIKO,BULAN
SULAWESI BARAT,MAJENE,BANGGAE TIMUR,BUTTU BARUGA,42,32,18,13,6,6,4,12,0,2,2,6,5,3,2,2,30,11,19,9,6,4,2,4,22,19,3,5,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,MALUNDA,84,29,11,0,0,0,0,11,0,0,9,2,9,2,7,0,25,5,20,4,4,0,4,0,5,5,0,4,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LAMUNGANG BATU,34,64,5,5,2,1,0,3,2,0,5,0,5,3,2,0,26,14,12,3,22,2,20,1,43,24,19,7,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,BAMBANGAN,43,48,45,11,7,7,5,22,7,5,11,27,4,3,1,3,22,12,10,4,1,1,0,0,16,1,15,1,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG,41,36,30,22,8,0,0,21,2,1,22,1,1,0,1,0,35,33,2,2,0,0,0,0,21,3,18,2,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG,44,23,9,6,4,3,2,7,0,0,7,1,6,4,2,1,17,7,10,2,6,1,5,0,8,7,1,1,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA,61,65,33,7,0,0,0,1,24,8,13,9,9,8,1,6,15,12,3,4,12,9,3,9,52,7,45,47,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,MALIAYA,84,40,36,27,10,3,0,20,6,10,6,20,3,1,2,0,37,15,22,14,29,6,23,6,14,13,1,13,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBANG TIMUR,80,26,24,9,1,1,0,6,4,14,10,13,4,0,4,0,16,16,0,2,0,0,0,0,7,0,7,3,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,SALUTAHONGAN,90,30,24,10,2,2,1,5,8,0,23,0,12,0,12,0,22,16,6,14,4,4,0,4,17,12,5,13,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,LOMBONG TIMUR,93,59,22,8,4,1,1,7,6,5,6,2,9,6,3,6,43,8,35,8,21,3,18,3,61,14,47,57,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,MEKKATTA SELATAN,64,68,22,0,0,0,0,20,1,0,2,4,12,12,0,6,61,19,42,17,32,3,29,3,14,4,10,4,JANUARI
SULAWESI BARAT,MAJENE,MALUNDA,KAYUANGIN,77,71,44,0,0,0,0,34,7,2,32,8,12,9,3,6,70,11,59,8,16,8,8,5,28,6,22,27,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,LALAMPANUA,100,80,9,0,0,0,0,5,1,1,3,1,14,8,6,6,80,24,56,9,62,37,25,4,11,11,0,7,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,SIRINDU,91,41,27,18,12,11,3,9,4,3,17,6,5,1,4,0,11,7,4,5,1,1,0,0,23,10,13,1,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG,61,79,23,17,4,2,0,16,6,1,2,13,3,2,1,1,24,6,18,4,17,3,14,0,72,0,72,18,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO,43,64,43,9,2,0,0,11,19,13,24,5,2,0,2,0,10,6,4,2,0,0,0,0,1,1,0,0,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE,80,17,6,4,1,0,0,5,0,0,1,5,5,3,2,3,13,13,0,0,10,0,10,0,2,0,2,1,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BETTENG,89,24,22,11,10,7,5,7,9,1,2,1,9,2,7,1,16,5,11,3,1,0,1,0,12,2,10,11,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,SIMBANG,100,20,18,12,10,3,1,6,9,1,10,8,9,0,9,0,19,10,9,6,11,5,6,4,24,22,2,19,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BONDE UTARA,53,71,63,61,27,7,3,9,49,0,59,4,0,0,0,0,47,9,38,9,24,12,12,7,32,1,31,17,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BABABULO UTARA,36,74,71,33,7,6,4,51,12,4,1,64,5,3,2,3,38,22,16,10,30,3,27,3,60,43,17,57,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BUTTU PAMBOANG,89,35,16,9,6,5,1,6,1,2,2,11,8,4,4,0,30,15,15,0,27,6,21,6,38,29,9,13,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BANUA ADOLANG,70,80,39,16,2,2,1,26,2,3,10,24,8,4,4,2,63,29,34,20,15,13,2,11,24,0,24,4,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,ADOLANG DHUA,68,22,3,1,1,1,0,3,0,0,0,3,3,3,0,2,16,15,1,2,16,16,0,4,11,9,2,6,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,TINAMBUNG,49,11,11,8,7,2,1,4,1,2,10,1,1,0,1,0,11,9,2,5,8,5,3,2,15,8,7,1,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,PESULOANG,57,59,43,15,0,0,0,23,20,0,17,13,4,4,0,0,43,15,28,8,19,11,8,8,3,0,3,2,JANUARI
SULAWESI BARAT,MAJENE,PAMBOANG,BALOMBONG,91,37,22,5,2,0,0,21,1,0,10,9,10,10,0,9,24,22,2,14,23,13,10,3,36,7,29,16,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,MOSSO,75,46,6,6,4,3,2,3,1,0,1,4,8,6,2,0,26,21,5,19,5,4,1,3,23,19,4,2,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,MOSSO DHUA,98,70,45,13,5,1,1,21,1,13,0,35,1,1,0,0,16,8,8,3,7,5,2,1,16,5,11,8,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,TOTOLISI SENDANA,31,26,8,6,3,1,1,5,0,0,5,2,1,0,1,0,15,11,4,10,7,1,6,1,19,12,7,2,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA,49,72,70,23,21,2,1,32,8,23,37,9,5,3,2,0,58,43,15,41,3,2,1,2,20,9,11,2,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,LALATEDZONG,92,25,14,11,4,1,0,7,4,0,8,3,1,1,0,0,20,7,13,5,4,2,2,2,6,3,3,5,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,BINANGA,49,52,6,0,0,0,0,5,1,0,2,2,8,2,6,2,46,19,27,10,40,7,33,0,71,61,10,14,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,PUTTADA,46,22,13,8,5,4,1,4,3,0,1,9,1,0,1,0,15,14,1,9,15,12,3,4,20,3,17,8,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,PAMINGGALAN,58,36,7,3,1,1,0,6,0,0,4,3,9,8,1,4,12,12,0,5,12,10,2,5,2,1,1,1,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,LEPPANGANG,33,13,13,4,0,0,0,1,11,1,6,5,2,1,1,1,12,10,2,4,12,3,9,0,17,15,2,16,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,PUNDAU,94,37,19,6,5,3,0,2,16,0,0,6,17,17,0,14,32,11,21,6,28,0,28,0,3,1,2,2,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,SENDANA,78,65,24,20,13,13,8,13,0,3,8,12,4,2,2,2,45,5,40,1,34,23,11,10,70,33,37,3,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,BANUA SENDANA,42,48,13,3,0,0,0,8,0,3,13,0,4,4,0,0,40,29,11,18,21,8,13,2,37,25,12,32,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,TALLUBANUA UTARA,97,38,23,23,10,6,0,22,0,0,16,5,15,7,8,6,31,5,26,4,18,9,9,8,44,44,0,24,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,LIMBORO RAMBU-RAMBU,73,18,8,7,2,1,0,1,3,0,8,0,4,4,0,0,11,6,5,3,4,0,4,0,7,0,7,4,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,LIMBUA,47,10,6,2,0,0,0,4,1,0,4,2,2,0,2,0,10,5,5,0,10,7,3,4,0,0,0,0,JANUARI
SULAWESI BARAT,MAJENE,SENDANA,BUKIT SAMANG,34,11,6,5,5,3,2,1,2,0,4,1,4,3,1,0,11,10,1,10,9,3,6,3,12,12,0,11,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,SEPPONG,88,37,0,0,0,0,0,0,0,0,0,0,17,16,1,16,17,9,8,5,5,5,0,4,24,6,18,0,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO,35,59,6,4,4,2,1,3,1,0,4,2,6,4,2,1,26,18,8,5,16,1,15,0,45,23,22,40,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,ULIDANG,92,43,35,31,1,0,0,34,0,0,1,4,3,2,1,0,12,9,3,2,6,1,5,0,15,0,15,15,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TALLAMBALAO,100,53,18,5,2,2,0,1,2,5,4,12,18,11,7,8,24,9,15,5,15,2,13,0,6,2,4,2,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,TAMMERODO UTARA,83,49,28,11,2,1,1,17,10,0,17,9,5,4,1,4,26,16,10,3,21,14,7,2,9,6,3,2,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,MANYAMBA,72,51,39,3,3,0,0,32,4,3,6,26,4,1,3,1,46,45,1,9,26,21,5,2,61,22,39,28,JANUARI
SULAWESI BARAT,MAJENE,TAMMERODO SENDANA,AWO,37,77,43,1,0,0,0,3,37,3,8,34,0,0,0,0,11,10,1,1,0,0,0,0,7,5,2,7,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG,43,30,14,4,0,0,0,9,2,1,7,7,8,8,0,8,30,8,22,4,24,21,3,4,14,2,12,2,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO,79,13,11,2,0,0,0,11,0,0,7,0,12,5,7,5,13,5,8,5,8,1,7,1,13,4,9,1,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,ONANG UTARA,86,26,22,19,6,4,1,21,0,0,8,0,16,14,2,2,26,26,0,26,1,1,0,0,4,3,1,2,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO SELATAN,45,32,10,7,5,2,2,6,2,0,3,2,3,2,1,1,27,18,9,4,20,5,15,3,7,7,0,2,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,BONDE BONDE,91,24,2,1,0,0,0,1,1,0,0,0,15,8,7,1,10,7,3,5,2,2,0,0,3,3,0,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO TENGAH,71,29,9,6,6,4,1,6,2,0,0,2,0,0,0,0,12,10,2,10,12,3,9,1,7,6,1,0,JANUARI
SULAWESI BARAT,MAJENE,TUBO SENDANA,TUBO POANG,72,77,74,56,4,2,1,48,1,15,25,0,3,1,2,0,69,36,33,32,29,24,5,21,8,3,5,2,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,74,78,20,4,3,2,2,3,8,4,20,0,7,0,7,0,51,22,29,18,48,7,41,0,19,9,10,2,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,59,40,5,5,3,3,0,1,4,0,2,3,6,4,2,1,17,5,12,5,7,0,7,0,31,30,1,2,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,100,45,44,3,1,1,0,25,10,1,36,0,1,1,0,1,12,10,2,10,3,1,2,0,12,8,4,7,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,57,46,38,16,10,8,6,14,6,4,26,7,3,0,3,0,18,16,2,12,16,6,10,4,14,0,14,9,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,31,45,36,36,15,2,2,26,2,5,26,5,6,6,0,4,31,10,21,9,19,8,11,2,25,3,22,4,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,39,23,22,18,3,0,0,2,14,0,7,8,7,6,1,3,20,8,12,5,4,1,3,0,6,2,4,6,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,53,39,2,1,0,0,0,0,2,0,0,0,7,4,3,3,25,21,4,4,20,5,15,3,19,13,6,11,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,46,44,12,2,1,1,0,9,1,1,8,4,5,5,0,1,36,18,18,13,19,7,12,3,43,17,26,32,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,60,41,35,35,16,5,1,18,3,1,19,14,8,8,0,3,34,22,12,2,15,11,4,7,25,21,4,16,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,98,33,29,25,13,4,2,18,8,1,29,0,2,1,1,1,30,15,15,5,5,3,2,3,24,4,20,14,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,100,51,9,1,1,0,0,5,1,1,4,1,20,18,2,2,18,15,3,9,10,6,4,0,10,9,1,4,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,43,42,28,8,0,0,0,15,7,2,17,4,8,7,1,5,15,5,10,0,0,0,0,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,90,36,9,8,1,1,1,1,7,0,5,0,8,8,0,5,33,13,20,12,32,2,30,1,29,7,22,12,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,54,37,1,0,0,0,0,0,1,0,0,1,3,1,2,0,23,14,9,10,18,10,8,5,6,5,1,2,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,BARURU,79,34,8,8,6,6,2,2,0,0,1,6,7,6,1,5,12,9,3,7,4,2,2,2,24,10,14,18,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,36,48,34,16,8,6,3,28,1,2,23,8,1,0,1,0,42,37,5,20,4,0,4,0,32,24,8,15,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,73,80,41,14,7,7,2,19,14,3,9,5,7,4,3,4,32,6,26,3,28,12,16,7,24,0,24,12,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,KALABE,68,10,10,0,0,0,0,2,4,4,1,4,10,1,9,1,10,9,1,5,7,7,0,5,6,2,4,5,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,67,65,23,8,1,0,0,11,1,11,9,2,12,10,2,0,33,8,25,2,8,7,1,5,23,4,19,18,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,61,12,9,2,2,0,0,8,0,1,8,0,5,2,3,1,11,6,5,5,4,4,0,4,8,5,3,3,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA,33,28,2,1,1,1,0,0,2,0,2,0,4,2,2,1,15,8,7,5,13,5,8,2,1,1,0,1,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,88,32,17,12,3,2,1,16,0,0,12,1,9,2,7,0,16,11,5,8,7,4,3,3,21,12,9,1,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,95,73,26,11,8,0,0,26,0,0,24,2,5,5,0,5,73,15,58,7,10,10,0,10,20,11,9,8,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,83,10,9,4,4,2,2,6,1,0,1,4,3,0,3,0,10,10,0,7,8,1,7,1,8,7,1,7,JANUARI
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,56,53,53,53,23,12,11,13,5,19,53,0,7,0,7,0,53,13,40,4,37,19,18,1,3,2,1,3,JANUARI
SULAWESI BARAT,MAMASA,BALLA,PIDARA,48,33,17,5,5,4,0,14,2,1,2,4,6,2,4,0,33,17,16,15,9,3,6,2,18,12,6,11,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,41,20,9,0,0,0,0,3,3,0,4,5,0,0,0,0,17,11,6,11,13,1,12,1,6,6,0,4,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,61,45,29,9,3,0,0,23,0,3,19,4,7,5,2,1,36,31,5,5,8,2,6,2,26,9,17,8,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,75,18,12,3,1,1,1,4,7,0,1,4,12,12,0,3,14,6,8,0,3,3,0,3,13,7,6,6,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,97,30,11,7,7,2,1,7,0,2,3,4,0,0,0,0,10,7,3,7,2,0,2,0,4,3,1,4,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,30,15,11,9,3,1,1,0,1,5,2,1,5,0,5,0,15,12,3,4,1,0,1,0,6,6,0,2,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,58,23,14,3,0,0,0,9,2,2,11,3,7,5,2,0,18,11,7,0,5,4,1,0,3,3,0,2,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,32,30,9,7,4,1,1,6,1,1,4,5,1,0,1,0,18,12,6,0,16,11,5,10,32,23,9,7,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,32,50,18,0,0,0,0,2,2,2,16,0,1,0,1,0,14,11,3,0,2,1,1,1,27,21,6,21,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,70,48,21,21,17,13,13,2,5,1,19,1,1,0,1,0,24,17,7,6,1,0,1,0,0,0,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,92,26,2,0,0,0,0,0,1,0,2,0,2,0,2,0,17,16,1,2,13,11,2,6,7,7,0,5,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,76,59,0,0,0,0,0,0,0,0,0,0,7,5,2,0,21,20,1,2,2,0,2,0,20,14,6,16,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,32,17,5,2,1,0,0,0,0,5,4,0,3,2,1,0,12,12,0,8,8,6,2,5,9,3,6,8,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,57,74,10,9,8,6,2,0,8,0,7,2,3,1,2,1,22,16,6,5,7,0,7,0,11,6,5,1,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,61,19,16,1,0,0,0,8,8,0,6,8,10,0,10,0,19,8,11,0,8,0,8,0,20,0,20,12,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,74,13,10,5,3,3,3,3,0,3,7,0,13,5,8,0,12,11,1,2,4,1,3,1,13,0,13,12,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,53,41,41,37,30,14,11,9,14,6,24,15,8,1,7,1,15,6,9,5,8,8,0,7,28,27,1,25,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,78,28,25,11,11,8,7,1,6,5,3,0,5,1,4,1,12,11,1,1,5,0,5,0,7,0,7,1,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,46,78,23,0,0,0,0,18,3,1,19,1,8,8,0,5,56,53,3,7,4,2,2,0,11,11,0,0,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,86,24,6,5,5,3,3,3,0,0,6,0,0,0,0,0,20,17,3,4,20,16,4,2,24,19,5,22,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,63,48,43,13,10,2,2,34,6,0,30,9,8,4,4,4,40,26,14,24,15,14,1,7,44,37,7,31,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,94,30,19,10,5,5,5,1,13,0,1,13,16,8,8,8,26,20,6,18,13,4,9,4,29,7,22,8,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,96,38,25,1,0,0,0,8,3,7,1,11,10,9,1,3,25,13,12,2,6,0,6,0,9,3,6,3,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,33,17,8,0,0,0,0,4,1,0,6,0,2,2,0,2,10,6,4,1,6,3,3,1,17,9,8,1,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,37,66,5,1,0,0,0,5,0,0,1,2,1,0,1,0,10,8,2,5,4,3,1,3,39,27,12,30,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,32,25,16,6,0,0,0,12,0,4,8,2,6,3,3,3,21,17,4,15,18,15,3,3,25,14,11,15,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,34,13,11,8,1,1,1,4,3,1,3,0,3,1,2,0,12,11,1,5,8,3,5,2,5,0,5,2,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,34,28,24,0,0,0,0,3,0,0,7,10,4,1,3,1,13,8,5,3,12,2,10,1,12,1,11,2,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,63,34,11,9,4,3,3,1,6,0,9,1,12,9,3,7,16,14,2,12,16,11,5,6,35,18,17,14,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,51,32,31,22,12,0,0,22,5,1,7,23,3,1,2,1,12,9,3,3,0,0,0,0,4,1,3,3,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,69,70,47,31,10,1,0,26,2,19,16,18,2,1,1,1,20,10,10,6,4,4,0,4,42,31,11,13,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,78,51,1,1,0,0,0,1,0,0,1,0,3,1,2,1,25,25,0,11,1,0,1,0,8,7,1,7,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,59,73,20,11,2,2,0,8,3,4,13,0,10,0,10,0,70,9,61,8,41,5,36,1,37,26,11,14,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,42,35,25,8,5,4,0,12,4,7,6,1,6,3,3,2,34,28,6,17,10,2,8,1,10,8,2,6,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,30,71,9,5,0,0,0,7,2,0,0,8,4,2,2,1,21,14,7,8,12,1,11,0,41,35,6,35,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,75,66,62,6,1,0,0,53,2,3,17,34,8,7,1,7,27,22,5,5,18,12,6,3,1,1,0,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,82,54,40,33,3,0,0,38,0,1,16,1,13,4,9,4,31,29,2,23,31,0,31,0,15,5,10,1,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,61,66,24,10,2,2,0,7,17,0,14,0,4,3,1,1,40,16,24,15,31,18,13,12,16,13,3,11,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,77,12,5,0,0,0,0,5,0,0,1,2,4,3,1,0,10,6,4,0,2,1,1,1,9,9,0,5,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,76,15,14,13,11,2,2,6,2,3,3,6,15,15,0,10,11,8,3,6,0,0,0,0,4,0,4,2,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,100,17,1,0,0,0,0,0,0,1,0,1,6,3,3,2,10,10,0,10,4,4,0,0,7,2,5,6,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,34,76,60,53,53,25,3,20,14,17,27,27,5,0,5,0,37,31,6,23,32,23,9,13,25,1,24,9,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,41,61,36,24,0,0,0,28,8,0,27,9,7,1,6,1,25,25,0,17,15,12,3,6,34,29,5,17,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,42,22,0,0,0,0,0,0,0,0,0,0,5,3,2,3,18,6,12,2,13,3,10,3,26,14,12,26,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,77,56,56,20,4,1,1,14,14,11,23,19,10,6,4,3,37,19,18,8,15,1,14,1,54,23,31,31,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,54,61,54,19,9,9,7,37,3,4,1,39,8,2,6,1,28,13,15,7,0,0,0,0,33,7,26,3,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,70,22,1,1,0,0,0,0,1,0,1,0,1,1,0,1,18,8,10,6,0,0,0,0,7,5,2,1,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,55,78,34,10,8,2,2,23,4,1,25,9,9,2,7,2,49,34,15,33,28,18,10,8,49,24,25,31,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,88,42,41,41,40,14,12,20,2,4,40,0,9,2,7,0,12,7,5,5,9,2,7,1,27,9,18,9,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,99,65,10,4,2,1,0,3,1,5,0,9,15,11,4,1,57,21,36,13,37,12,25,0,29,29,0,3,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,43,59,51,44,1,1,0,18,31,2,50,0,8,6,2,6,51,35,16,23,18,17,1,3,17,9,8,13,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,64,52,30,0,0,0,0,26,4,0,29,0,7,3,4,3,17,15,2,13,6,6,0,0,23,6,17,14,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,97,45,27,25,16,11,5,5,3,12,10,14,18,4,14,3,34,30,4,22,25,15,10,3,2,1,1,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,66,73,11,8,2,0,0,11,0,0,11,0,3,2,1,2,73,61,12,5,7,6,1,3,13,9,4,11,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,94,70,64,33,10,2,2,43,11,1,42,0,15,9,6,8,59,31,28,4,47,25,22,15,89,68,21,77,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,90,15,15,4,1,1,1,4,6,0,5,5,3,0,3,0,11,11,0,6,6,3,3,1,11,6,5,11,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,58,30,14,2,2,2,2,6,2,2,12,2,8,1,7,0,17,12,5,0,7,6,1,2,18,16,2,14,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,48,53,36,0,0,0,0,4,28,2,36,0,8,3,5,2,13,10,3,8,8,8,0,1,8,4,4,4,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,34,29,28,23,6,5,4,4,17,0,21,4,0,0,0,0,20,6,14,1,5,0,5,0,13,3,10,11,JANUARI
