PROVINSI,KABUPATEN,KECAMATAN,KELURAHAN,SUNTIK,PIL,KONDOM,IMPLAN,IUD,VASEKTOMI,TUBEKTOMI,PUS,PUS_KB,PUS_TIDAK_KB,PB,PA,MKJP,KBPP,UNMET_NEED,BULAN
SULAWESI BARAT,MAJENE,ULUMANDA,KABIRAAN,1,1,1,2,14,31,35,336,187,149,41,50,5,14,4,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SAMBABO,1,1,1,2,46,11,4,212,160,52,17,46,6,45,4,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,TANDEALLO,1,1,1,2,24,18,43,371,146,225,45,42,13,26,4,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,ULUMANDA,1,1,1,2,43,40,2,339,173,166,0,31,24,45,7,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SALUTAMBUNG,1,1,1,2,4,23,33,399,122,277,39,25,32,5,6,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,POPENGA,1,1,1,2,27,10,33,363,145,218,39,26,42,15,7,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,SULAI,1,1,1,2,37,5,6,356,200,156,32,2,32,11,11,JANUARI
SULAWESI BARAT,MAJENE,ULUMANDA,PANGGALO,1,1,1,2,0,42,25,344,139,205,49,14,17,45,26,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE,1,1,1,2,43,34,18,283,123,160,22,2,8,25,23,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,RALLE ANAK,1,1,1,2,31,42,41,388,100,288,37,12,25,22,17,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,PANETEAN,1,1,1,2,19,48,49,312,170,142,27,47,15,11,19,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,UHAILANU,1,1,1,2,33,8,14,278,163,115,49,24,30,23,21,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE UTARA,1,1,1,2,32,6,16,357,156,201,50,34,29,48,4,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,UHAIDAHO,1,1,1,2,46,45,37,269,191,78,10,18,46,37,22,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,BARURU,1,1,1,2,25,30,39,320,112,208,19,47,50,0,18,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,RALLEANAK UTARA,1,1,1,2,29,8,25,312,180,132,19,48,49,38,27,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,PAMOSEANG PANGGA,1,1,1,2,19,20,48,294,198,96,29,26,18,38,22,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,KALABE,1,1,1,2,2,7,1,374,165,209,49,28,39,39,17,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,ARALLE SELATAN,1,1,1,2,47,17,36,224,196,28,20,10,8,20,28,JANUARI
SULAWESI BARAT,MAMASA,ARALLE,HAHANGAN,1,1,1,2,1,11,42,395,197,198,15,34,10,9,10,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA,1,1,1,2,15,7,21,378,156,222,14,10,22,45,30,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA BARAT,1,1,1,2,41,49,29,282,179,103,23,47,11,13,13,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA SATANETEAN,1,1,1,2,28,19,33,235,166,69,35,6,1,42,29,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA TUMUKA,1,1,1,2,28,22,36,283,180,103,7,43,22,2,5,JANUARI
SULAWESI BARAT,MAMASA,BALLA,SEPAKUAN,1,1,1,2,0,14,34,305,152,153,32,13,7,13,23,JANUARI
SULAWESI BARAT,MAMASA,BALLA,PIDARA,1,1,1,2,3,34,19,271,140,131,46,0,42,15,18,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BAMBAPUANG,1,1,1,2,22,27,29,268,192,76,37,7,16,25,5,JANUARI
SULAWESI BARAT,MAMASA,BALLA,BALLA TIMUR,1,1,1,2,1,20,39,397,165,232,16,47,31,50,23,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MOKALLANG,1,1,1,2,31,42,5,375,136,239,0,28,45,31,20,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MASOSO,1,1,1,2,29,34,5,351,193,158,30,19,10,36,8,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUASSING,1,1,1,2,14,9,21,338,125,213,1,20,38,27,13,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUBULO,1,1,1,2,44,6,5,210,139,71,12,0,33,21,16,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUKADI,1,1,1,2,10,34,9,225,143,82,8,16,44,44,28,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUKEPOPOK,1,1,1,2,45,25,15,280,153,127,24,36,27,20,14,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI BARAT,1,1,1,2,47,26,46,375,144,231,6,16,38,7,20,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,LIMBADEBATA,1,1,1,2,16,8,36,372,129,243,45,15,16,39,23,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,TANETE TOMBA,1,1,1,2,32,25,27,355,123,232,36,2,9,26,3,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG,1,1,1,2,41,36,14,270,171,99,34,48,46,43,20,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,RANTELEMO,1,1,1,2,36,16,26,371,193,178,26,48,34,20,13,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUDENGEN,1,1,1,2,34,32,19,293,139,154,27,16,17,27,11,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,ULUMAMBI,1,1,1,2,35,27,42,389,161,228,37,27,20,35,12,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BAMBANG TIMUR,1,1,1,2,25,22,6,357,121,236,46,36,24,45,8,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,MINANGA,1,1,1,2,3,30,20,358,117,241,43,44,4,47,23,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SIKAMASE,1,1,1,2,23,41,37,305,163,142,31,5,9,2,19,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,RANTETARIMA,1,1,1,2,2,37,36,242,129,113,45,9,38,2,14,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALURURU,1,1,1,2,23,34,45,357,159,198,25,38,4,24,13,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,SALUTABANG,1,1,1,2,7,24,43,315,187,128,20,34,39,32,11,JANUARI
SULAWESI BARAT,MAMASA,BAMBANG,BALATANA,1,1,1,2,43,19,44,331,192,139,21,11,14,40,10,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,BUNTUMALANGKA,1,1,1,2,16,29,46,378,166,212,16,41,17,21,6,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,RANTEBERAN,1,1,1,2,26,37,14,302,175,127,32,48,12,38,22,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KEBANGA,1,1,1,2,25,46,29,320,186,134,18,2,28,4,17,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALURINDU,1,1,1,2,34,50,14,372,148,224,11,48,40,37,0,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,TAORA,1,1,1,2,4,22,35,203,164,39,15,43,8,21,8,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,KABAE,1,1,1,2,14,8,13,218,102,116,0,30,7,38,26,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN BARAT,1,1,1,2,34,12,35,263,158,105,24,0,26,49,19,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,PENATANGAN,1,1,1,2,16,47,5,281,158,123,30,46,48,36,21,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN TIMUR,1,1,1,2,28,17,34,393,167,226,35,29,38,39,22,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,SALUTAMBUN,1,1,1,2,10,20,40,292,138,154,7,37,49,22,16,JANUARI
SULAWESI BARAT,MAMASA,BUNTUMALANGKA,ARALLE TIMUR,1,1,1,2,30,3,8,377,190,187,23,5,25,6,0,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,MAMASA,1,1,1,2,1,21,14,258,105,153,3,43,38,48,9,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,RAMBUSARATU,1,1,1,2,26,45,31,236,176,60,34,36,36,14,28,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,OSANGO,1,1,1,2,19,4,40,267,186,81,10,20,44,28,12,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,LAMBANAN,1,1,1,2,38,16,7,232,183,49,22,38,40,22,26,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,LEMBANA SALULO,1,1,1,2,12,27,45,297,110,187,36,16,46,21,20,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,TAUPE,1,1,1,2,39,34,50,217,163,54,5,35,34,24,27,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BUNTU BUDA,1,1,1,2,9,24,19,205,146,59,26,23,16,26,3,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,TONDOK BAKARU,1,1,1,2,21,9,18,305,170,135,27,22,13,44,29,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,PEBASSIAN,1,1,1,2,33,12,13,369,137,232,22,12,33,44,22,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,MAMBULILING,1,1,1,2,44,23,26,374,166,208,9,26,27,38,30,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BOMBONG LAMBE,1,1,1,2,24,43,1,218,138,80,9,18,0,29,18,JANUARI
SULAWESI BARAT,MAMASA,MAMASA,BUBUN BATU,1,1,1,2,29,40,25,310,111,199,25,38,32,33,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,MAMBI,1,1,1,2,12,32,49,383,116,267,30,19,21,38,2,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,TALIPUKKI,1,1,1,2,42,43,44,285,158,127,16,8,6,12,13,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,RANTEBULAHAN,1,1,1,2,33,44,33,213,149,64,50,6,15,6,14,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SONDONGLAYU,1,1,1,2,13,39,19,239,134,105,14,22,20,34,2,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SALUBANUA,1,1,1,2,28,46,44,283,118,165,0,4,43,33,0,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,TAPALINA,1,1,1,2,28,15,40,246,114,132,50,9,9,14,9,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SENDANA,1,1,1,2,3,6,3,252,131,121,27,13,32,10,25,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,PAMOSEAN,1,1,1,2,50,0,16,258,111,147,13,19,31,13,11,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SELUMAKA,1,1,1,2,30,17,11,372,111,261,4,0,7,7,22,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,BUJUNG MANURUNG,1,1,1,2,0,43,45,280,138,142,41,22,12,3,1,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SALU ALO,1,1,1,2,14,47,31,243,137,106,40,36,19,49,1,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,INDOBANUA,1,1,1,2,18,10,27,227,121,106,2,4,3,47,3,JANUARI
SULAWESI BARAT,MAMASA,MAMBI,SALUDURIAN,1,1,1,2,41,8,13,276,119,157,42,2,23,42,7,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN,1,1,1,2,30,2,1,345,175,170,42,49,31,32,16,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,BOTTENG,1,1,1,2,3,16,25,361,125,236,3,22,24,0,1,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUKONTA,1,1,1,2,49,7,1,335,157,178,27,30,9,1,8,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MESAKADA,1,1,1,2,15,3,29,296,132,164,44,45,14,5,24,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,MEHALAAN BARAT,1,1,1,2,37,9,37,276,186,90,34,35,42,42,6,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUAHOK,1,1,1,2,19,47,11,283,121,162,42,49,30,5,14,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,SALUBALO,1,1,1,2,3,48,3,383,168,215,4,8,18,12,27,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,PASSEMBUK,1,1,1,2,14,5,32,211,115,96,10,12,35,39,24,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,KONDO,1,1,1,2,6,28,8,257,110,147,41,32,18,9,0,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,LEKO SUKAMAJU,1,1,1,2,43,5,27,222,188,34,29,19,3,12,2,JANUARI
SULAWESI BARAT,MAMASA,MEHALAAN,ULUMEA,1,1,1,2,27,8,23,321,165,156,2,4,33,46,28,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,MESSAWA,1,1,1,2,12,11,13,316,130,186,9,7,2,19,7,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,RIPPUNG,1,1,1,2,28,47,9,331,147,184,25,6,43,42,25,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,MAKUANG,1,1,1,2,15,24,23,254,169,85,13,40,21,29,13,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,SEPANG,1,1,1,2,39,25,44,240,175,65,39,40,9,8,4,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,MALIMBONG,1,1,1,2,38,21,34,323,134,189,12,25,8,42,3,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,MATANDE,1,1,1,2,16,10,31,330,172,158,10,3,36,3,2,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,SIPAI,1,1,1,2,38,34,13,366,106,260,19,0,20,31,13,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,PASMA MAMBU,1,1,1,2,37,3,37,266,116,150,50,24,36,11,3,JANUARI
SULAWESI BARAT,MAMASA,MESSAWA,TANETE BATU,1,1,1,2,11,27,41,252,156,96,29,14,33,20,24,JANUARI
SULAWESI BARAT,MAMASA,NOSU,NOSU,1,1,1,2,32,4,47,286,143,143,38,39,43,21,22,JANUARI
SULAWESI BARAT,MAMASA,NOSU,MINANGA,1,1,1,2,39,28,45,329,137,192,28,13,4,8,16,JANUARI
SULAWESI BARAT,MAMASA,NOSU,BATUPAPAN,1,1,1,2,7,31,27,388,108,280,48,35,49,5,12,JANUARI
SULAWESI BARAT,MAMASA,NOSU,MASEWWE,1,1,1,2,42,2,18,226,135,91,35,5,47,25,6,JANUARI
SULAWESI BARAT,MAMASA,NOSU,SIWI,1,1,1,2,24,39,47,298,190,108,0,30,1,35,13,JANUARI
SULAWESI BARAT,MAMASA,NOSU,MINANGA TIMUR,1,1,1,2,40,44,9,255,101,154,47,23,39,47,26,JANUARI
SULAWESI BARAT,MAMASA,NOSU,PARINDING,1,1,1,2,19,23,40,319,180,139,10,18,19,30,19,JANUARI
SULAWESI BARAT,MAMASA,PANA,PANA,1,1,1,2,1,11,6,243,189,54,44,14,41,27,20,JANUARI
SULAWESI BARAT,MAMASA,PANA,MANIPI,1,1,1,2,37,48,1,389,161,228,37,46,9,10,16,JANUARI
SULAWESI BARAT,MAMASA,PANA,MAMULLU,1,1,1,2,39,40,45,329,170,159,49,34,15,24,2,JANUARI
SULAWESI BARAT,MAMASA,PANA,SAPAN,1,1,1,2,32,46,34,369,151,218,37,46,32,45,1,JANUARI
SULAWESI BARAT,MAMASA,PANA,DATUBARINGAN,1,1,1,2,44,50,19,391,175,216,29,37,12,45,27,JANUARI
SULAWESI BARAT,MAMASA,PANA,PANURA,1,1,1,2,11,4,47,369,116,253,9,1,30,30,30,JANUARI
SULAWESI BARAT,MAMASA,PANA,TALLANG BULAWAN,1,1,1,2,2,41,36,219,126,93,9,17,11,16,3,JANUARI
SULAWESI BARAT,MAMASA,PANA,KARAKA,1,1,1,2,2,15,3,208,148,60,12,49,13,25,20,JANUARI
SULAWESI BARAT,MAMASA,PANA,ULUSALU,1,1,1,2,41,39,20,253,104,149,1,37,38,19,0,JANUARI
SULAWESI BARAT,MAMASA,PANA,WERI,1,1,1,2,31,9,2,258,133,125,16,34,24,30,17,JANUARI
SULAWESI BARAT,MAMASA,PANA,SALUTAMBUN,1,1,1,2,27,47,5,367,127,240,33,5,40,27,16,JANUARI
SULAWESI BARAT,MAMASA,PANA,SALOAN,1,1,1,2,29,5,34,207,185,22,50,17,36,29,27,JANUARI
SULAWESI BARAT,MAMASA,PANA,ULUSALU INDAH,1,1,1,2,15,17,9,317,168,149,40,45,42,7,16,JANUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN,1,1,1,2,10,22,46,309,163,146,26,6,3,27,26,JANUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN BARAT,1,1,1,2,22,46,49,391,144,247,42,0,24,45,18,JANUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BUANGIN,1,1,1,2,43,15,45,378,180,198,6,42,36,27,20,JANUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,BAMBANG BUDA,1,1,1,2,22,41,0,252,165,87,0,48,32,19,3,JANUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,LEKO,1,1,1,2,34,49,31,247,177,70,24,0,44,40,22,JANUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,KIRAK,1,1,1,2,28,4,45,309,136,173,20,33,13,13,4,JANUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SALUMOKANAN UTARA,1,1,1,2,3,26,29,268,163,105,2,5,13,45,3,JANUARI
SULAWESI BARAT,MAMASA,RANTEBULAHAN TIMUR,SAMPALE,1,1,1,2,44,47,3,231,114,117,44,11,49,20,20,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA,1,1,1,2,42,27,50,293,119,174,20,41,47,30,22,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,PALADAN,1,1,1,2,38,45,0,324,136,188,3,38,23,22,14,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA TIMUR,1,1,1,2,9,46,22,360,103,257,34,36,39,27,25,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,RANTE PUANG,1,1,1,2,47,40,7,329,193,136,10,29,27,18,10,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,SATENETEAN,1,1,1,2,26,13,0,286,112,174,47,32,29,31,20,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,LISUAN ADA,1,1,1,2,27,9,33,382,178,204,35,10,10,18,23,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,OROBUA SELATAN,1,1,1,2,33,18,21,316,148,168,17,21,50,23,29,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,MALANGKENA PADANG,1,1,1,2,45,28,2,346,144,202,29,37,30,41,11,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,MALIMBONG,1,1,1,2,19,3,36,338,169,169,50,39,5,2,16,JANUARI
SULAWESI BARAT,MAMASA,SESENAPADANG,MARAMPAN OROBUA,1,1,1,2,9,24,27,374,142,232,40,37,8,39,3,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SUMARORONG,1,1,1,2,18,34,8,207,154,53,10,8,24,46,2,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,TABONE,1,1,1,2,17,39,16,355,135,220,36,36,13,23,14,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,BATANG URU,1,1,1,2,45,1,23,344,179,165,50,23,2,1,12,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SASAKAN,1,1,1,2,49,4,17,214,183,31,22,21,14,12,0,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,TADISI,1,1,1,2,25,8,45,344,151,193,18,40,30,5,28,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SIBANAWA,1,1,1,2,17,35,42,280,143,137,29,5,0,8,17,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,BATANGNGURU TIMUR,1,1,1,2,30,3,25,241,189,52,1,0,5,18,5,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,SALUBALO,1,1,1,2,50,25,5,355,116,239,4,27,11,5,22,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,BANEA,1,1,1,2,21,45,50,306,135,171,17,8,5,26,2,JANUARI
SULAWESI BARAT,MAMASA,SUMARORONG,RANTE KAMASE,1,1,1,2,49,47,23,320,141,179,14,2,30,46,23,JANUARI
SULAWESI BARAT,MAMASA,TABANG,TABANG,1,1,1,2,50,35,19,223,103,120,35,11,23,14,12,JANUARI
SULAWESI BARAT,MAMASA,TABANG,TADOKALUA,1,1,1,2,33,24,34,383,151,232,41,26,24,26,19,JANUARI
SULAWESI BARAT,MAMASA,TABANG,TABANG BARAT,1,1,1,2,14,49,37,341,107,234,6,23,27,45,14,JANUARI
SULAWESI BARAT,MAMASA,TABANG,MASUPU,1,1,1,2,34,4,0,346,179,167,31,29,28,32,30,JANUARI
SULAWESI BARAT,MAMASA,TABANG,KALAMA,1,1,1,2,4,23,15,368,181,187,44,0,9,40,11,JANUARI
SULAWESI BARAT,MAMASA,TABANG,BAKADISURA,1,1,1,2,2,12,50,235,100,135,9,31,42,25,21,JANUARI
SULAWESI BARAT,MAMASA,TABANG,SALUKONA,1,1,1,2,35,44,35,327,166,161,44,45,32,20,17,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG,1,1,1,2,50,43,5,228,139,89,22,26,17,3,24,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PERIANGAN,1,1,1,2,24,37,23,307,152,155,21,21,25,26,30,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,MALATIRO,1,1,1,2,1,6,38,279,181,98,23,50,15,5,24,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TABULAHAN,1,1,1,2,27,34,29,332,185,147,21,28,37,24,18,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,SALULEANG,1,1,1,2,38,48,18,214,166,48,43,39,23,7,6,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TAMPAK KURRA,1,1,1,2,6,34,34,253,121,132,47,38,14,43,25,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,GANDANG DEWATA,1,1,1,2,33,8,33,400,115,285,37,41,42,30,2,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,BURANA,1,1,1,2,34,15,45,217,168,49,40,19,5,20,26,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,SALUBAKKA,1,1,1,2,20,44,7,349,165,184,40,21,48,29,9,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PANGANDARAN,1,1,1,2,36,47,14,372,171,201,35,33,9,35,6,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TALOPAK,1,1,1,2,47,46,43,277,135,142,40,31,50,41,29,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,PEU',1,1,1,2,40,31,40,257,117,140,18,33,49,14,5,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,TIMORO,1,1,1,2,25,24,37,277,158,119,44,29,22,42,21,JANUARI
SULAWESI BARAT,MAMASA,TABULAHAN,LAKAHANG UTAMA,1,1,1,2,34,37,30,246,127,119,30,22,34,8,5,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MINAKE,1,1,1,2,11,44,27,364,184,180,44,25,41,39,24,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MALABO,1,1,1,2,11,14,17,253,170,83,17,35,25,41,4,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,SINDAGAMANIK,1,1,1,2,37,34,36,266,128,138,21,13,37,33,18,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,PARONDOBULAWAN,1,1,1,2,1,36,27,348,184,164,50,35,28,40,25,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,TAMALANTIK,1,1,1,2,14,20,16,271,200,71,48,40,39,47,19,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MANNABABA,1,1,1,2,18,28,1,353,148,205,43,38,18,30,2,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,MESAKADA,1,1,1,2,31,28,7,373,146,227,5,26,15,23,1,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,BALLABATU,1,1,1,2,23,6,35,335,185,150,48,3,10,19,17,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,PAMBE,1,1,1,2,42,44,17,221,154,67,36,44,2,1,30,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,SALURANO,1,1,1,2,16,42,13,253,116,137,33,42,49,8,3,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,TALIMBUNG,1,1,1,2,41,20,30,214,124,90,8,26,39,43,19,JANUARI
SULAWESI BARAT,MAMASA,TANDUK KALUA,KANAN,1,1,1,2,32,40,14,330,133,197,11,4,14,44,8,JANUARI
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN,1,1,1,2,44,41,10,228,115,113,49,2,50,41,30,JANUARI
SULAWESI BARAT,MAMASA,TAWALIAN,TAWALIAN TIMUR,1,1,1,2,21,8,15,338,164,174,1,25,26,18,29,JANUARI
SULAWESI BARAT,MAMASA,TAWALIAN,KARIANGO,1,1,1,2,33,23,49,295,197,98,41,45,18,33,14,JANUARI
SULAWESI BARAT,MAMASA,TAWALIAN,RANTETANGNGA,1,1,1,2,33,50,46,212,183,29,16,22,35,50,3,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PETOOSANG,1,1,1,2,36,40,4,360,180,180,20,11,24,7,10,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ALLU,MOMBI,1,1,1,2,40,47,18,385,104,281,2,24,30,31,10,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ALLU,KALUMAMMANG,1,1,1,2,32,13,49,201,147,54,20,37,39,17,3,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PAO-PAO,1,1,1,2,18,28,13,213,157,56,42,33,4,46,26,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ALLU,PUPPU URING,1,1,1,2,11,8,27,358,148,210,24,27,18,27,3,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ALLU,SARAGIAN,1,1,1,2,44,23,4,391,114,277,31,24,16,16,21,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ALLU,SAYOANG,1,1,1,2,36,24,50,203,193,10,46,44,13,35,25,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ALLU,ALU,1,1,1,2,11,7,3,261,140,121,14,16,21,0,21,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,ANREAPI,1,1,1,2,38,27,30,390,183,207,28,27,8,26,19,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,DUAMPANUA,1,1,1,2,16,40,44,314,160,154,37,31,1,38,20,JANUARI
SULAWESI BARAT,POLEWALI MANDAR,ANREAPI,KELAPA DUA,1,1,1,2,50,7,35,376,158,218,33,16,9,38,14,JANUARI
